year,canton,mppa_a,mppa_b,mppa_c,mppa_d,mppa_e,hm_a,hm_b,hm_c,hm_d,hm_e,tot_a,tot_b,tot_c,tot_d,tot_e
2014,JU,,,,,,,492.72708333,227.27651099,720.00359432,7.4714285714,,492.72708333,227.27651099,720.00359432,7.4714285714
2014,CH,,106.44245877,106.22541007,212.66786884,.8404761905,131.2310077,59596.608416,29467.649699,89195.48912300001,441.59190476,131.2310077,59703.050875,29573.875109,89408.156991,442.43238095
2015,ZH,,2.0194570136,2.3228170781,4.3422740917,.1019047619,43.908798824,10717.544705,5585.9898523,16347.443356,87.50047619,43.908798824,10719.564162,5588.3126693,16351.78563,87.602380952
2015,BE,,,,,,17.778247982,8991.28874179999,4515.0111027,13524.078092,70.294285714,17.778247982,8991.28874179999,4515.0111027,13524.078092,70.294285714
2015,LU,,3.8888340708,7.7925330813,11.681367152,.0238095238,.1913919414,3165.5507508,1566.6525512,4732.394694,24.830952381,.1913919414,3169.4395849,1574.4450843,4744.0760611,24.854761905
2015,UR,,,,,,,354.27785966,151.01890429,505.29676395,.6047619048,,354.27785966,151.01890429,505.29676395,.6047619048
2015,SZ,,,,,,,1068.3566102,575.62475118,1643.9813614,6.3223809524,,1068.3566102,575.62475118,1643.9813614,6.3223809524
2015,OW,,,,,,,273.84717446,202.33075257,476.17792703,1.1857142857,,273.84717446,202.33075257,476.17792703,1.1857142857
2015,NW,,,,,,,273.76152962,145.55179798,419.3133276,4.2852380952,,273.76152962,145.55179798,419.3133276,4.2852380952
2015,GL,,,,,,,272.57946643,216.47998542,489.05945185,.4866666667,,272.57946643,216.47998542,489.05945185,.4866666667
2015,ZG,,,,,,1.25,697.53101789,432.98846764,1131.7694855,11.60952381,1.25,697.53101789,432.98846764,1131.7694855,11.60952381
2015,FR,,30.261247971,18.961663361,49.222911331,,2.7725212067,2138.7188513,809.21557036,2950.7069429,6.3728571429,2.7725212067,2168.9800993,828.17723372,2999.9298542,6.3728571429
2015,SO,,,,,,,1851.0963268,903.73974687,2754.8360737,11.271428571,,1851.0963268,903.73974687,2754.8360737,11.271428571
2015,BS,,,,,,,2091.7615478,744.45696868,2836.2185165,3.9814285714,,2091.7615478,744.45696868,2836.2185165,3.9814285714
2015,BL,,,,,,,1915.4208905,998.9409233600001,2914.3618138,8.4304761905,,1915.4208905,998.9409233600001,2914.3618138,8.4304761905
2015,SH,,,,,,3.1005261916,813.471540069999,416.8408024,1233.4128687,6.7895238095,3.1005261916,813.471540069999,416.8408024,1233.4128687,6.7895238095
2015,AR,,,,,,,571.76201725,315.84682375,887.608841,2.2080952381,,571.76201725,315.84682375,887.608841,2.2080952381
2015,AI,,5.6233459357,1.2901701323,6.9135160681,,,91.929773352,35.285124771,127.21489812,1.7204761905,,97.553119287,36.575294903,134.12841419,1.7204761905
2015,SG,,9.266063348399991,5.2793417367,14.545405085,.0476190476,,3197.5134668,1706.8077136,4904.3211804,32.136190476,,3206.7795302,1712.0870553,4918.8665855,32.183809524
2015,GR,,,,,,1.919742674,1597.9872366,775.67039376,2375.577373,20.248095238,1.919742674,1597.9872366,775.67039376,2375.577373,20.248095238
2015,AG,,,,,,6.7870939533,4017.0691222,1875.0841265,5898.9403426,54.388095238,6.7870939533,4017.0691222,1875.0841265,5898.9403426,54.388095238
2015,TG,,,,,,.4961538462,1675.2184536,873.83225639,2549.5468638,14.061904762,.4961538462,1675.2184536,873.83225639,2549.5468638,14.061904762
2015,TI,,7.8350961538,.7740384615,8.6091346154,,27.424566919,3095.0657876,1360.3299842,4482.8203388,15.761428571,27.424566919,3102.9008838,1361.1040227,4491.4294734,15.761428571
2015,VD,.0023084026,47.046208189,48.123333486,95.171850077,.3428571429,18.2408138,4902.3526608,2340.2326191,7260.8260937,3.5704761905,18.243122202,4949.398869,2388.3559526,7355.9979438,3.9133333333
2015,VS,,,,,,.0999043977,2038.1779496,849.50925482,2887.7871088,9.250476190500001,.0999043977,2038.1779496,849.50925482,2887.7871088,9.250476190500001
2015,NE,,,,,,5.7504807692,1605.8510429,786.9415072100001,2398.5430309,3.3047619048,5.7504807692,1605.8510429,786.9415072100001,2398.5430309,3.3047619048
2015,GE,,1.7701923077,8.8028846154,10.573076923,,6.0561067935,2633.6265187,1264.4087868,3904.0914123,30.207619048,6.0561067935,2635.396711,1273.2116714,3914.6644892,30.207619048
2015,JU,,,,,,,501.64816828,175.35097436,676.999142639999,8.08523809519999,,501.64816828,175.35097436,676.999142639999,8.08523809519999
2015,CH,.0023084026,107.71044499,93.346781952,201.05953534,.5161904762,135.7763493,60553.40921,29624.141742,90313.32730200001,438.90857143,135.7786577,60661.119655,29717.488524,90514.386837,439.4247619
2016,ZH,,1.9762596899,3.4008527132,5.3771124031,.2971428571,47.804963725,11041.99484,5825.1407862,16914.94059,85.29952381,47.804963725,11043.9711,5828.541639,16920.317703,85.59666666699989
2016,BE,,,,,,12.45234109,8967.15121,4610.4720056,13590.075557,79.838571429,12.45234109,8967.15121,4610.4720056,13590.075557,79.838571429
2016,LU,,3.4896336996,8.39047619049999,11.88010989,,.1913919414,3299.844485,1600.0181361,4900.054013,25.904285714,.1913919414,3303.3341187,1608.4086123,4911.9341229,25.904285714
2016,UR,,,,,,,349.41806747,158.97976375,508.39783122,.6052380952,,349.41806747,158.97976375,508.39783122,.6052380952
2016,SZ,,,,,,,1099.9961589,584.33176015,1684.327919,7.3119047619,,1099.9961589,584.33176015,1684.327919,7.3119047619
2016,OW,,,,,,,279.6744495,202.44616952,482.12061901,1.4476190476,,279.6744495,202.44616952,482.12061901,1.4476190476
2016,NW,,,,,,,284.81085995,150.76217693,435.57303689,4.460952381,,284.81085995,150.76217693,435.57303689,4.460952381
2016,GL,,,,,,,277.39401265,222.52920912,499.92322178,.4866666667,,277.39401265,222.52920912,499.92322178,.4866666667
